,location,bath,balcony,price,total_sqft_int,bhk
535,Anandapura,2.0,1.0,50.0,1200.0,2
536,Anandapura,2.0,1.0,50.0,1141.0,2
538,others,2.0,2.0,37.0,1200.0,2
539,others,3.0,2.0,77.0,1600.0,3
540,Ananth Nagar,1.0,1.0,14.0,500.0,1
541,Ananth Nagar,2.0,2.0,31.5,1100.0,2
542,Ananth Nagar,2.0,2.0,24.55,982.0,2
543,Ananth Nagar,2.0,2.0,14.0,500.0,1
544,Ananth Nagar,2.0,2.0,22.5,900.0,2
545,Ananth Nagar,2.0,1.0,26.0,908.0,2
546,Ananth Nagar,2.0,1.0,35.0,937.0,2
547,Ananth Nagar,2.0,3.0,37.0,960.0,2
548,Ananth Nagar,1.0,1.0,14.0,500.0,1
549,Ananth Nagar,2.0,1.0,29.7,1000.0,2
550,Ananth Nagar,2.0,1.0,25.99,850.0,2
551,Ananth Nagar,2.0,1.0,25.26,902.0,2
552,Ananth Nagar,3.0,2.0,54.0,1470.0,3
553,Ananth Nagar,2.0,1.0,25.5,810.0,2
554,Ananth Nagar,2.0,1.0,27.0,890.0,2
555,Ananth Nagar,2.0,1.0,36.0,1200.0,2
557,Ananth Nagar,3.0,1.0,42.0,1319.0,3
558,Ananth Nagar,2.0,3.0,25.0,1000.0,2
559,Ananth Nagar,2.0,2.0,25.0,902.0,2
560,Ananth Nagar,2.0,1.0,25.99,930.0,2
561,Ananth Nagar,2.0,2.0,26.85,1074.0,2
562,Ananth Nagar,1.0,1.0,14.0,500.0,1
563,Ananth Nagar,2.0,2.0,38.0,1010.0,2
564,Ananth Nagar,2.0,2.0,24.8,992.0,2
565,Anekal,1.0,1.0,36.0,1200.0,2
566,Anekal,1.0,1.0,16.5,600.0,1
567,Anekal,2.0,1.0,40.0,925.0,2
568,Anekal,1.0,1.0,18.0,530.0,1
569,Anekal,3.0,2.0,68.0,1800.0,3
570,Anekal,1.0,1.0,36.0,1200.0,2
571,Anekal,2.0,2.0,38.3,1035.0,2
572,Anekal,2.0,1.0,34.0,888.0,2
573,Anekal,2.0,1.0,36.1,1200.0,2
574,Anekal,1.0,0.0,19.4,700.0,2
575,Anekal,1.0,1.0,36.0,1200.0,2
576,Anekal,2.0,2.0,28.0,766.0,2
577,Anekal,3.0,2.0,45.0,1150.0,3
578,Anekal,1.0,1.0,36.0,1200.0,2
579,Anekal,1.0,1.0,36.0,1200.0,2
580,Anekal,1.0,1.0,11.5,400.0,1
581,Anekal,1.0,1.0,15.0,456.0,1
582,Anekal,1.0,1.0,36.0,1200.0,2
583,Anekal,1.0,1.0,36.0,1200.0,2
584,Anekal,4.0,0.0,95.0,2400.0,3
585,Anekal,2.0,1.0,36.1,1200.0,2
586,Anekal,2.0,1.0,36.1,1200.0,2
587,Anekal,1.0,1.0,12.5,420.0,1
588,Anekal,2.0,2.0,52.0,1140.0,2
589,Anjanapura,4.0,2.0,86.0,1850.0,4
590,Anjanapura,2.0,2.0,39.0,1070.0,2
591,Anjanapura,3.0,1.0,121.0,1500.0,3
592,Anjanapura,2.0,2.0,37.0,1070.0,2
593,Anjanapura,2.0,1.0,40.0,950.0,2
594,Anjanapura,2.0,2.0,45.0,1280.0,3
595,Anjanapura,2.0,0.0,25.0,710.0,2
597,Anjanapura,2.0,0.0,32.0,950.0,2
598,Anjanapura,4.0,2.0,55.0,1800.0,4
599,Anjanapura,3.0,1.0,87.54,1843.0,3
600,Anjanapura,2.0,1.0,30.13,1076.0,2
601,Anjanapura,2.0,0.0,30.0,950.0,2
602,others,2.0,0.0,100.0,1348.0,2
603,others,2.0,2.0,50.0,1105.0,2
604,others,1.0,0.0,22.0,540.0,1
605,others,2.0,2.0,48.0,1075.0,2
606,others,3.0,1.0,100.0,1567.0,3
607,others,1.0,0.0,28.0,610.0,1
608,Ardendale,3.0,2.0,100.0,1750.0,3
609,Ardendale,4.0,3.0,200.0,3198.0,4
610,Ardendale,4.0,2.0,160.0,2422.0,4
611,Ardendale,3.0,3.0,100.0,1750.0,3
612,Ardendale,4.0,1.0,205.0,3200.0,4
613,Ardendale,3.0,2.0,95.0,1728.0,3
614,Ardendale,3.0,1.5843757375501535,140.0,2062.0,4
615,Ardendale,3.0,2.0,92.0,1732.46,3
616,Ardendale,3.0,1.5843757375501535,150.0,2062.0,4
618,Ardendale,2.0,2.0,70.0,1224.0,2
619,Ardendale,3.0,2.0,105.0,1777.26,3
620,Ardendale,3.0,3.0,82.0,1650.0,3
621,Ardendale,3.0,1.5843757375501535,140.0,2062.0,4
622,Ardendale,3.0,3.0,82.0,1650.0,3
623,Ardendale,2.0,2.0,67.0,1224.0,2
624,Ardendale,3.0,2.0,95.0,1723.0,3
625,Ardendale,3.0,2.0,89.0,1777.26,3
626,Ardendale,3.0,2.0,92.0,1777.26,3
627,others,2.0,2.0,65.0,1350.0,3
628,others,3.0,2.0,140.0,2060.0,3
629,others,2.0,1.0,40.0,920.0,2
630,others,2.0,1.5843757375501535,95.0,1740.0,3
631,others,2.0,2.0,55.0,1190.0,2
632,others,1.0,1.0,28.0,600.0,1
633,others,3.0,2.0,108.0,2072.0,3
634,others,2.0,2.0,55.0,1100.0,2
635,others,2.0,3.0,50.0,900.0,2
637,others,2.0,2.0,60.0,1240.0,2
638,others,2.0,1.0,44.5,900.0,2
639,others,2.0,2.0,53.0,1000.0,2
640,others,2.0,1.5843757375501535,53.0,1100.0,2
641,others,3.0,1.0,100.0,2050.0,4
642,others,5.0,2.0,2912.0,8321.0,4
643,others,3.0,3.0,84.0,1644.0,3
644,others,3.0,3.0,84.0,1640.0,3
645,others,2.0,3.0,65.0,1220.0,2
646,others,2.0,2.0,42.0,936.0,2
647,others,2.0,2.0,43.0,936.0,2
648,others,2.0,2.0,55.0,1100.0,2
649,others,1.0,1.0,60.0,834.0,1
650,others,1.0,1.0,62.0,834.0,1
651,others,2.0,2.0,55.0,1127.0,2
652,others,2.0,2.0,55.0,1125.0,2
653,Attibele,1.0,1.0,11.0,450.0,1
654,Attibele,4.0,0.0,52.8,1600.0,4
655,Attibele,1.0,1.0,11.0,400.0,1
656,Attibele,1.0,1.0,12.0,400.0,1
657,Attibele,1.0,1.0,14.0,400.0,1
658,Attibele,1.0,1.0,17.0,500.0,1
659,Attibele,4.0,2.0,95.0,2168.0,4
660,Attibele,1.0,1.0,10.25,395.0,1
661,Attibele,1.0,1.0,17.0,420.0,1
663,Attibele,1.0,1.0,12.0,418.0,1
664,Attibele,2.0,2.0,42.0,1200.0,2
665,Attibele,1.0,1.0,10.0,400.0,1
666,Attibele,1.0,1.0,25.0,850.0,2
667,Attibele,3.0,3.0,120.0,2400.0,3
668,Attibele,1.0,1.0,12.5,450.0,1
672,Attibele,1.0,0.0,19.55,782.0,1
674,Attibele,1.0,1.0,11.5,400.0,1
675,Attibele,1.0,1.0,13.0,460.0,1
676,Attibele,2.0,1.0,11.5,418.0,1
677,Attibele,2.0,1.0,42.0,1000.0,2
678,Attibele,1.0,1.0,11.5,550.0,1
680,Attibele,1.0,1.0,10.0,410.0,1
681,Attibele,3.0,1.0,65.0,1700.0,3
682,Attibele,1.0,1.0,10.25,400.0,1
683,Attibele,1.0,1.0,15.0,520.0,1
684,others,1.0,0.0,65.0,1200.0,2
685,others,8.0,1.0,150.0,4000.0,7
686,others,1.0,0.0,14.0,400.0,1
687,others,2.0,1.0,60.0,1250.0,2
688,others,2.0,0.0,23.0,600.0,1
689,others,2.0,1.0,60.0,1000.0,2
690,others,2.0,1.0,60.0,975.0,2
691,others,3.0,3.0,120.0,2300.0,3
692,others,1.0,1.0,49.0,833.0,1
693,others,3.0,2.0,108.0,2045.0,3
694,others,2.0,1.0,50.0,1236.0,2
695,others,2.0,1.0,48.0,1190.0,2
696,others,2.0,1.0,79.0,1300.0,2
697,others,2.0,1.0,58.27,1313.0,2
698,others,2.0,3.0,73.0,1460.0,3
699,others,2.0,2.0,70.0,1405.0,3
700,others,2.0,1.0,49.27,1060.0,2
701,others,2.0,2.0,60.0,1020.0,2
702,others,2.0,1.0,49.0,1020.0,2
703,others,3.0,2.0,77.27,1765.0,3
704,others,2.0,2.0,50.0,1075.0,2
705,others,3.0,2.0,230.0,2700.0,4
706,others,2.0,2.0,88.0,1600.0,3
707,others,2.0,0.0,110.0,1050.0,2
708,others,2.0,0.0,203.0,1500.0,2
709,others,3.0,2.0,150.0,1800.0,3
710,others,2.0,1.0,55.0,1060.0,2
712,others,2.0,3.0,45.0,999.0,2
713,others,4.0,1.0,225.0,2400.0,5
715,others,2.0,1.0,65.0,1194.0,2
716,others,2.0,2.0,67.0,1200.0,2
717,others,2.0,1.0,228.0,2400.0,2
720,others,2.0,1.0,65.0,1194.0,2
721,others,2.0,2.0,45.0,975.0,2
722,others,2.0,2.0,33.0,865.0,2
723,others,1.0,0.0,40.0,375.0,1
724,others,3.0,2.0,200.0,1717.0,3
726,BTM 2nd Stage,2.0,1.0,52.0,950.0,2
727,BTM 2nd Stage,3.0,1.5843757375501535,170.0,1850.0,3
728,BTM 2nd Stage,2.0,2.0,80.0,1200.0,2
729,BTM 2nd Stage,2.0,2.0,70.0,1274.0,2
731,BTM 2nd Stage,2.0,1.0,48.0,1070.0,2
732,BTM 2nd Stage,2.0,2.0,80.0,1280.0,2
733,BTM 2nd Stage,2.0,2.0,70.0,1100.0,2
734,BTM 2nd Stage,2.0,2.0,58.0,1000.0,2
735,BTM 2nd Stage,5.0,3.0,416.0,2990.0,5
736,BTM 2nd Stage,2.0,2.0,55.0,1265.0,2
737,BTM 2nd Stage,3.0,3.0,220.0,2200.0,3
738,BTM 2nd Stage,4.0,1.0,325.0,2780.0,3
739,BTM 2nd Stage,2.0,0.0,360.0,2400.0,3
740,BTM 2nd Stage,2.0,2.0,56.0,965.0,2
741,BTM 2nd Stage,2.0,1.0,75.0,1147.0,2
742,BTM 2nd Stage,3.0,3.0,172.0,1750.0,3
743,BTM 2nd Stage,2.0,3.0,90.0,1400.0,2
744,BTM 2nd Stage,2.0,2.0,70.0,1200.0,2
745,BTM 2nd Stage,2.0,2.0,47.0,1100.0,2
746,BTM 2nd Stage,2.0,2.0,46.0,930.0,2
748,BTM 2nd Stage,3.0,2.0,345.0,2500.0,3
749,others,2.0,0.0,90.0,1350.0,2
750,BTM Layout,2.0,2.0,63.0,1150.0,2
751,BTM Layout,6.0,3.0,165.0,3300.0,6
752,BTM Layout,2.0,2.0,81.0,1450.0,3
753,BTM Layout,2.0,3.0,75.0,1776.0,3
754,BTM Layout,3.0,2.0,79.0,1458.0,3
755,BTM Layout,2.0,1.0,51.5,935.0,2
756,BTM Layout,2.0,1.0,46.5,1020.0,2
757,BTM Layout,3.0,2.0,112.0,1600.0,3
758,BTM Layout,2.0,1.0,75.0,1300.0,3
759,BTM Layout,2.0,2.0,78.0,1540.0,3
760,BTM Layout,1.0,1.0,20.0,450.0,1
761,BTM Layout,2.0,2.0,56.81,1196.0,2
762,BTM Layout,2.0,2.0,99.0,1470.0,3
763,others,2.0,2.0,52.0,1100.0,2
764,others,2.0,1.0,29.0,700.0,2
767,Babusapalaya,2.0,2.0,66.0,1611.0,3
769,Babusapalaya,3.0,3.0,75.0,1675.0,3
770,Babusapalaya,2.0,1.0,46.0,1141.0,2
771,Babusapalaya,2.0,2.0,57.0,1500.0,2
773,Babusapalaya,2.0,3.0,45.0,1050.0,2
774,Babusapalaya,2.0,1.0,45.9,1141.0,2
776,Babusapalaya,3.0,3.0,53.0,1230.0,3
777,Babusapalaya,2.0,1.0,40.0,1105.0,2
778,Babusapalaya,2.0,3.0,65.0,1410.0,3
779,Babusapalaya,2.0,1.0,55.99,1450.0,2
780,Babusapalaya,2.0,2.0,38.0,1100.0,2
782,Babusapalaya,2.0,1.0,33.84,1061.0,2
783,Babusapalaya,2.0,1.0,38.95,1061.0,2
784,Babusapalaya,2.0,1.0,34.0,1061.0,2
785,Babusapalaya,2.0,2.0,58.0,1245.0,2
786,others,2.0,2.0,94.55,1494.0,3
787,others,2.0,1.0,81.0,1274.0,2
788,others,3.0,2.0,115.0,1842.0,3
789,others,2.0,2.0,94.55,1494.0,3
790,others,2.0,1.0,81.0,1274.0,2
791,others,2.0,2.0,94.55,1494.0,3
792,others,3.0,2.0,115.0,1842.0,3
793,others,3.0,2.0,115.0,1842.0,3
794,others,3.0,2.0,115.0,1842.0,3
795,others,4.0,2.0,150.0,2360.0,4
796,others,1.0,1.0,21.0,560.0,1
798,others,2.0,0.0,40.0,1050.0,2
799,others,2.0,3.0,50.0,1200.0,2
800,others,2.0,2.0,57.0,985.0,2
801,others,2.0,1.0,83.87,1407.0,2
802,others,4.0,3.0,135.0,2400.0,4
803,others,4.0,1.0,350.0,4400.0,5
804,others,2.0,2.0,72.0,1220.0,2
805,Balagere,2.0,1.0,80.9,1210.0,2
806,Balagere,2.0,1.0,72.0,1210.0,2
807,Balagere,2.0,1.0,78.5,1205.0,2
808,Balagere,1.0,0.0,41.9,790.5,1
811,Balagere,2.0,1.0,68.38,1020.07,2
812,Balagere,2.0,1.0,81.0,1205.47,2
813,Balagere,2.0,1.0,65.0,1007.0,2
815,Balagere,2.0,1.0,74.0,1210.0,2
816,Balagere,2.0,1.0,83.0,1210.0,2
817,Balagere,1.0,1.0,45.0,675.0,1
818,Balagere,1.0,1.0,43.0,656.0,1
820,Balagere,2.0,1.0,64.0,1012.0,2
821,Balagere,2.0,1.0,62.0,1007.0,2
822,Balagere,2.0,1.0,67.0,1007.0,2
823,Balagere,2.0,1.0,66.0,1007.0,2
826,Balagere,1.0,1.0,34.18,645.0,1
829,Balagere,1.0,0.0,42.295,790.5,1
830,Balagere,2.0,1.0,65.0,1012.0,2
831,Balagere,1.0,1.0,38.77,656.0,1
832,Balagere,1.0,1.0,39.0,645.0,1
833,Balagere,1.0,1.0,41.0,645.0,1
834,Balagere,2.0,1.0,82.0,1210.0,2
835,Balagere,1.0,1.0,34.77,656.0,1
836,Balagere,2.0,1.0,73.87,1205.0,2
837,Balagere,2.0,1.0,70.0,1012.0,2
838,Balagere,2.0,1.0,68.0,1007.0,2
840,Balagere,2.0,1.0,79.0,1205.0,2
841,Balagere,2.0,1.0,68.0,1012.0,2
842,others,2.0,1.0,33.0,1051.0,2
843,others,2.0,1.0,40.0,825.0,1
844,others,2.0,3.0,122.0,1525.0,3
845,others,2.0,2.0,89.99,1500.0,3
846,others,2.0,2.0,97.78,1630.0,3
847,others,3.0,2.0,170.0,2008.0,3
848,others,2.0,2.0,125.0,1560.0,3
849,others,2.0,2.0,91.48,1525.0,3
850,others,2.0,2.0,120.0,1500.0,3
852,Banashankari,2.0,2.0,37.64,1077.0,2
853,Banashankari,2.0,1.0,88.64,1470.0,3
854,Banashankari,2.0,2.0,75.0,1300.0,3
855,Banashankari,3.0,2.0,115.0,1800.0,3
856,Banashankari,2.0,1.0,63.0,1125.0,2
858,Banashankari,2.0,2.0,80.0,1310.0,2
859,Banashankari,4.0,1.0,135.0,2600.0,3
860,Banashankari,2.0,1.0,170.0,1900.0,3
861,Banashankari,2.0,3.0,75.0,1260.0,2
862,Banashankari,2.0,2.0,46.79,1170.0,2
864,Banashankari,2.0,0.0,83.0,1350.0,3
866,Banashankari,2.0,1.0,78.0,1330.0,2
867,Banashankari,2.0,1.0,78.0,1400.0,3
868,Banashankari,3.0,2.0,125.0,1700.0,3
869,Banashankari,2.0,2.0,40.79,1020.0,2
870,Banashankari,2.0,1.0,63.98,1600.0,2
871,Banashankari,2.0,1.0,36.44,1041.0,2
872,Banashankari,1.0,1.0,200.0,2400.0,1
873,Banashankari,2.0,2.0,86.0,1390.0,2
874,Banashankari,2.0,3.0,70.0,1460.0,2
875,Banashankari,2.0,1.0,60.0,1200.0,2
876,Banashankari,2.0,2.0,80.0,1290.0,2
877,Banashankari,2.0,3.0,65.0,1186.0,2
878,Banashankari,3.0,2.0,101.0,1650.0,3
880,Banashankari,2.0,1.0,75.0,1181.0,2
881,Banashankari,2.0,2.0,90.0,1105.0,2
882,Banashankari,1.0,1.0,60.0,720.0,1
883,Banashankari,2.0,3.0,45.0,1040.0,2
884,Banashankari,2.0,2.0,77.0,1330.0,2
885,Banashankari,2.0,3.0,49.0,1200.0,2
886,Banashankari,2.0,2.0,67.0,1185.0,2
887,Banashankari,2.0,1.0,50.0,1000.0,2
888,Banashankari,3.0,2.0,90.75,1650.0,3
889,Banashankari,3.0,2.0,101.0,1650.0,3
890,Banashankari,2.0,2.0,80.43,1310.0,2
891,Banashankari,2.0,2.0,87.8,1430.0,2
892,Banashankari,2.0,1.0,42.83,1020.0,2
894,Banashankari,3.0,3.0,80.0,1540.0,3
895,Banashankari,3.0,2.0,115.0,1683.0,3
896,Banashankari,3.0,2.0,125.0,1800.0,3
897,Banashankari,2.0,1.0,41.13,1175.0,2
899,Banashankari,2.0,2.0,50.75,1450.0,2
900,Banashankari,3.0,3.0,108.0,1770.0,3
901,Banashankari,3.0,2.0,125.0,1800.0,3
904,Banashankari,3.0,2.0,74.52,1200.0,3
905,Banashankari,2.0,1.0,63.0,1100.0,2
906,Banashankari,2.0,2.0,40.79,1020.0,2
907,Banashankari,2.0,3.0,75.0,1260.0,2
909,Banashankari,3.0,2.0,85.0,1426.0,3
910,Banashankari Stage II,2.0,2.0,150.0,1700.0,2
911,Banashankari Stage II,2.0,1.0,120.0,1500.0,3
912,Banashankari Stage II,3.0,2.0,510.0,2400.0,5
913,Banashankari Stage II,2.0,2.0,59.52,1240.0,3
914,Banashankari Stage II,2.0,2.0,110.0,1250.0,2
915,Banashankari Stage II,2.0,1.0,95.0,1260.0,3
916,Banashankari Stage II,2.0,2.0,300.0,2400.0,3
917,Banashankari Stage II,2.0,1.0,100.0,1400.0,2
918,Banashankari Stage II,3.0,2.0,425.0,2800.0,5
919,Banashankari Stage II,3.0,2.0,450.0,3000.0,3
920,Banashankari Stage II,2.0,1.0,198.0,1200.0,3
921,Banashankari Stage II,2.0,1.0,125.0,1245.0,2
922,Banashankari Stage III,2.0,1.0,58.7,1305.0,3
923,Banashankari Stage III,2.0,3.0,58.4,1145.0,2
924,Banashankari Stage III,3.0,2.0,118.0,1650.0,3
925,Banashankari Stage III,2.0,2.0,68.0,1350.0,3
927,Banashankari Stage III,2.0,1.0,59.0,1305.0,3
928,Banashankari Stage III,2.0,1.0,60.0,1305.0,3
929,Banashankari Stage III,2.0,0.0,42.0,1200.0,2
930,Banashankari Stage III,2.0,1.0,59.0,1305.0,3
931,Banashankari Stage III,3.0,1.0,75.48,1480.0,3
932,Banashankari Stage III,2.0,1.0,59.0,1305.0,3
933,Banashankari Stage III,2.0,0.0,111.0,1304.0,2
934,Banashankari Stage III,6.0,2.0,150.0,3000.0,6
935,Banashankari Stage III,2.0,1.0,50.0,1085.0,2
936,Banashankari Stage III,2.0,2.0,100.0,1500.0,3
937,Banashankari Stage III,3.0,1.0,147.0,2100.0,4
938,Banashankari Stage III,2.0,2.0,95.0,1420.0,3
939,Banashankari Stage V,2.0,1.0,58.5,1300.0,3
940,Banashankari Stage V,2.0,2.0,49.0,1305.0,3
941,Banashankari Stage V,2.0,2.0,35.77,1035.0,2
942,Banashankari Stage V,2.0,1.0,61.0,1355.0,3
943,Banashankari Stage V,3.0,3.0,47.57,1510.0,3
944,Banashankari Stage V,3.0,2.0,51.98,1650.0,3
945,Banashankari Stage V,3.0,2.0,51.35,1630.0,3
946,Banashankari Stage V,3.0,3.0,47.57,1510.0,3
947,Banashankari Stage V,2.0,2.0,49.0,1315.0,3
948,Banashankari Stage V,3.0,2.0,48.51,1540.0,3
949,Banashankari Stage V,2.0,1.0,41.5,920.0,2
950,others,2.0,0.0,59.935,1177.5,2
951,others,4.0,3.0,190.0,4800.0,4
952,others,2.0,1.0,59.0,1160.0,2
953,others,2.0,1.0,59.47,1180.0,2
954,others,2.0,1.0,71.73,1423.0,3
955,others,3.0,1.0,69.46,1392.0,3
956,others,2.0,0.0,70.385,1410.5,3
957,others,3.0,2.0,200.0,4800.0,4
958,Banaswadi,2.0,3.0,53.0,1184.0,2
959,Banaswadi,2.0,2.0,55.0,1145.0,2
960,Banaswadi,2.0,0.0,60.0,1250.0,2
961,Banaswadi,2.0,2.0,73.0,1365.0,2
962,Banaswadi,6.0,2.0,140.0,1903.0,5
963,Banaswadi,2.0,2.0,80.0,1222.0,2
964,Banaswadi,2.0,2.0,38.0,870.0,2
965,Banaswadi,2.0,3.0,60.0,1200.0,2
967,Banaswadi,2.0,2.0,73.0,1340.0,2
968,Banaswadi,2.0,2.0,52.0,1008.0,2
969,Banaswadi,2.0,2.0,57.0,1105.0,2
970,others,2.0,2.0,70.0,1200.0,2
971,others,2.0,1.0,64.8,1050.0,2
972,others,4.0,0.0,140.0,2500.0,3
973,others,2.0,1.0,185.0,1350.0,2
974,others,2.0,1.0,55.0,1080.0,2
975,others,5.0,1.5843757375501535,325.0,2350.0,5
977,others,3.0,3.0,110.0,1665.0,3
978,others,4.0,2.0,195.0,2370.0,3
979,others,2.0,1.0,66.0,1100.0,2
980,others,2.0,1.0,70.0,1113.0,2
981,others,2.0,2.0,73.2,1200.0,2
982,others,2.0,1.0,87.0,1070.0,2
983,others,3.0,2.0,124.0,1776.0,3
984,others,3.0,2.0,150.0,1776.0,3
985,Bannerghatta Road,1.0,1.0,18.5,500.0,1
986,Bannerghatta Road,2.0,1.0,65.0,1050.0,2
987,Bannerghatta Road,2.0,1.0,66.0,1170.0,3
988,Bannerghatta Road,1.0,1.0,33.32,595.0,1
989,Bannerghatta Road,3.0,2.0,95.0,1445.0,3
990,Bannerghatta Road,2.0,1.0,120.0,1640.0,3
991,Bannerghatta Road,2.0,1.0,90.0,1460.0,3
993,Bannerghatta Road,2.0,1.0,66.02,1179.0,2
994,Bannerghatta Road,2.0,0.0,58.935,1122.5,2
995,Bannerghatta Road,2.0,1.0,45.0,793.0,2
997,Bannerghatta Road,2.0,2.0,78.0,1400.0,2
999,Bannerghatta Road,2.0,0.0,50.0,1215.0,2
1000,Bannerghatta Road,3.0,2.0,100.0,1654.0,3
1001,Bannerghatta Road,2.0,0.0,55.0,1181.0,2
1003,Bannerghatta Road,2.0,2.0,75.0,1200.0,2
1005,Bannerghatta Road,1.0,1.0,31.83,595.0,1
1006,Bannerghatta Road,2.0,1.0,51.0,1105.0,2
1007,Bannerghatta Road,2.0,2.0,65.26,1255.0,2
1009,Bannerghatta Road,3.0,2.0,82.0,1550.0,3
1011,Bannerghatta Road,3.0,1.5843757375501535,122.0,1650.0,3
1012,Bannerghatta Road,2.0,1.0,55.0,912.0,2
1013,Bannerghatta Road,2.0,1.0,73.0,1218.0,2
1015,Bannerghatta Road,2.0,1.0,65.12,1115.0,2
1017,Bannerghatta Road,3.0,2.0,100.0,1893.0,3
1018,Bannerghatta Road,3.0,2.0,95.0,1600.0,3
1019,Bannerghatta Road,2.0,2.0,65.0,1275.0,2
1020,Bannerghatta Road,2.0,1.0,39.0,892.0,2
1022,Bannerghatta Road,2.0,2.0,70.0,1260.0,2
1024,Bannerghatta Road,2.0,0.0,40.0,1157.0,2
1025,Bannerghatta Road,2.0,2.0,65.0,1150.0,2
1027,Bannerghatta Road,2.0,0.0,39.0,1100.0,2
1029,Bannerghatta Road,3.0,1.5843757375501535,110.0,1725.0,3
1031,Bannerghatta Road,2.0,0.0,38.0,950.0,2
1032,Bannerghatta Road,2.0,1.0,80.0,1220.0,2
1033,Bannerghatta Road,2.0,2.0,78.0,1130.0,2
1035,Bannerghatta Road,3.0,1.0,83.22,1486.0,3
1037,Bannerghatta Road,2.0,0.0,48.0,1015.0,2
1038,Bannerghatta Road,2.0,1.0,61.0,1115.0,2
1039,Bannerghatta Road,2.0,1.0,48.0,1136.0,2
1040,Bannerghatta Road,4.0,3.0,260.0,2700.0,4
1041,Bannerghatta Road,2.0,2.0,69.0,1200.0,3
1042,Bannerghatta Road,2.0,1.0,76.0,1465.0,3
1043,Bannerghatta Road,2.0,0.0,67.73,1302.5,2
1044,Bannerghatta Road,2.0,2.0,65.0,1200.0,2
1045,Bannerghatta Road,2.0,1.0,65.0,1240.0,2
1046,Bannerghatta Road,3.0,1.0,125.0,1476.0,3
1048,Bannerghatta Road,3.0,0.0,84.29,1532.5,3
1050,Bannerghatta Road,2.0,1.0,69.0,1268.0,2
1051,Bannerghatta Road,2.0,2.0,87.0,1450.0,3
1052,Bannerghatta Road,5.0,1.5843757375501535,195.0,2932.0,4
1055,Bannerghatta Road,2.0,3.0,58.0,960.0,2
1056,Bannerghatta Road,3.0,1.5843757375501535,130.0,1750.0,3
1057,Bannerghatta Road,2.0,1.0,73.0,1275.0,2
1059,Bannerghatta Road,2.0,1.0,71.0,1240.0,2
1061,Bannerghatta Road,2.0,1.0,68.0,1215.0,2
1062,Bannerghatta Road,2.0,1.0,68.0,1215.0,2
1063,Bannerghatta Road,3.0,1.0,115.0,1894.0,3
1065,Bannerghatta Road,3.0,2.0,89.0,1693.0,3
1066,Bannerghatta Road,2.0,2.0,60.16,1280.0,2
1068,Bannerghatta Road,1.0,2.0,35.0,630.0,1
1069,Bannerghatta Road,2.0,1.0,68.0,1215.0,2
1070,Bannerghatta Road,3.0,1.0,76.18,1365.0,3
1071,Bannerghatta Road,2.0,2.0,78.0,1115.0,2
1072,Bannerghatta Road,3.0,0.0,79.465,1532.5,3
1074,Bannerghatta Road,3.0,3.0,90.0,1655.0,3
1075,Bannerghatta Road,2.0,1.0,47.39,1247.0,2
1076,Bannerghatta Road,2.0,0.0,49.49,1237.5,2
1077,Bannerghatta Road,3.0,1.0,94.0,1650.0,3
1078,Bannerghatta Road,2.0,1.0,65.0,905.0,2
1079,Bannerghatta Road,2.0,1.0,50.0,1000.0,2
1080,Bannerghatta Road,3.0,3.0,120.0,2185.0,4
1081,Bannerghatta Road,2.0,1.0,45.0,1012.0,2
1083,Bannerghatta Road,2.0,2.0,80.0,1460.0,3
1084,Bannerghatta Road,2.0,3.0,85.0,1340.0,2
1085,Bannerghatta Road,3.0,2.0,125.0,1711.0,3
1086,Bannerghatta Road,2.0,3.0,81.0,1520.0,3
1087,Bannerghatta Road,3.0,1.0,148.0,2826.0,3
1088,Bannerghatta Road,2.0,1.0,61.0,1115.0,2
1089,Bannerghatta Road,2.0,2.0,47.0,1154.0,2
1090,Bannerghatta Road,2.0,1.0,44.5,1000.0,2
1091,Bannerghatta Road,2.0,0.0,48.0,1250.0,2
1092,Bannerghatta Road,3.0,2.0,105.0,1640.0,3
1094,Bannerghatta Road,2.0,1.0,44.0,1012.0,2
1095,Bannerghatta Road,3.0,2.0,115.0,1527.0,3
1098,Bannerghatta Road,3.0,2.0,96.0,1550.0,3
1099,Bannerghatta Road,2.0,2.0,78.0,1200.0,2
1100,Bannerghatta Road,3.0,1.0,125.0,1885.0,3
1102,Bannerghatta Road,2.0,2.0,78.0,1450.0,3
1103,Bannerghatta Road,1.0,1.0,31.2,700.0,1
1106,Bannerghatta Road,2.0,1.0,58.0,905.0,2
1108,Bannerghatta Road,3.0,3.0,122.0,1920.0,3
1109,Bannerghatta Road,4.0,1.0,180.0,2400.0,4
1111,Bannerghatta Road,2.0,2.0,45.0,1270.0,2
1112,Bannerghatta Road,2.0,3.0,80.0,1520.0,3
1113,Bannerghatta Road,2.0,1.0,73.0,1270.0,3
1114,Bannerghatta Road,3.0,2.0,120.0,1846.0,3
1116,Bannerghatta Road,2.0,0.0,61.74,1122.5,2
1117,Bannerghatta Road,3.0,3.0,95.0,1655.0,3
1118,Bannerghatta Road,2.0,3.0,53.0,1206.0,2
1119,Bannerghatta Road,2.0,2.0,55.0,1150.0,2
1120,Bannerghatta Road,2.0,1.0,65.0,1215.0,2
1121,Bannerghatta Road,2.0,3.0,110.0,1510.0,3
1122,Bannerghatta Road,2.0,1.0,35.0,1022.0,2
